Manufacturer,Name,Edge Type,Thickness (mm),Width (mm),Length (mm),Weight (kg/sqm),NRC,alpha w,Fire Rating,STC,Rw,IIC,Index
Siniat,1 x 13mm Siniat Fireshield,,13,1200,3000,10.5,,,,,,,377
Siniat,1 x 13mm Siniat Fireshield,,13,1200,3600,10.5,,,,,,,378
Siniat,1 x 13mm Siniat Fireshield,,13,1350,3000,10.5,,,,,,,379
Siniat,1 x 13mm Siniat Fireshield,,13,1350,3600,10.5,,,,,,,380
Siniat,1 x 16mm Siniat Fireshield,,16,1200,2400,13,,,,,,,381
Siniat,1 x 16mm Siniat Fireshield,,16,1200,2700,13,,,,,,,382
Siniat,1 x 16mm Siniat Fireshield,,16,1200,3000,13,,,,,,,383
Siniat,1 x 16mm Siniat Fireshield,,16,1200,3600,13,,,,,,,384
Siniat,1 x 16mm Siniat Fireshield,,16,1350,3000,13,,,,,,,385
Siniat,1 x 16mm Siniat Fireshield,,16,1350,3600,13,,,,,,,386
Siniat,1 x 6.5mm Siniat Curveshield,,6.5,1200,3600,4.6,,,,,,,387
Siniat,1 x 25mm Siniat Shaftliner,,25,600,3000,21.9,,,,,,,388
Siniat,1 x 25mm Siniat Shaftliner,,25,600,3600,21.9,,,,,,,389
Siniat,1 x 25mm Siniat Intershield,,25,600,3000,21.9,,,,,,,390
Siniat,1 x 25mm Siniat Intershield,,25,600,3600,21.9,,,,,,,391
Siniat,1 x 10mm Siniat Opal,,10,1200,6000,8.4,,,,,,,392
Siniat,1 x 10mm Siniat Opal,,10,1350,6000,8.4,,,,,,,393
Siniat,1 x 13mm Siniat Multishield,,13,1200,3000,10.7,,,,,,,394
Siniat,1 x 13mm Siniat Multishield,,13,1200,3600,10.7,,,,,,,395
Siniat,1 x 16mm Siniat Multishield,,16,1200,3000,13,,,,,,,396
Siniat,1 x 16mm Siniat Multishield,,16,1200,3600,13,,,,,,,397
Siniat,1 x 16mm Siniat Multishield,,16,1350,3000,13,,,,,,,398
Siniat,1 x 13mm Siniat Trurock,,13,1200,3000,12.3,,,,,,,399
Siniat,1 x 13mm Siniat Trurock,,13,1200,3600,12.3,,,,,,,400
Siniat,1 x 13mm Siniat Trurock,,13,1350,4200,12.3,,,,,,,401
Siniat,1 x 16mm Siniat Trurock,,16,1200,3000,14.8,,,,,,,402
Siniat,1 x 13mm Siniat Trurock Hd,,13,1200,3000,12.3,,,,,,,403
Siniat,1 x 13mm Siniat Trurock Hd,,13,1200,3600,12.3,,,,,,,404
GIB,1 x 10mm Std + 1 x 13mm Noiseline,TE/TE,13,1200,2400,19.5,,,,,,,405
GIB,1 x 10mm Std + 1 x 13mm Aqualine,TE/TE,13,1200,2400,18,,,,,,,406
